单品类,日期,预测销售单价(元/千克)
圆茄子(2),2023/7/4 00:00,3.211548294883966
圆茄子(2),2023/7/5 00:00,-7.1272441636021115
圆茄子(2),2023/7/6 00:00,-4.711113317325473
圆茄子(2),2023/7/7 00:00,-1.9266317735544636
外地茼蒿,2023/7/1 00:00,13.521269397043419
外地茼蒿,2023/7/2 00:00,13.521269397043419
外地茼蒿,2023/7/3 00:00,13.521269397043419
外地茼蒿,2023/7/4 00:00,13.521269397043419
外地茼蒿,2023/7/5 00:00,5.207335176820855
外地茼蒿,2023/7/6 00:00,13.421859554539438
外地茼蒿,2023/7/7 00:00,17.334828812572603
奶白菜,2023/7/1 00:00,-1.5583609787542074
奶白菜,2023/7/2 00:00,-4.27694022079946
奶白菜,2023/7/3 00:00,-5.121842471515684
奶白菜,2023/7/4 00:00,-4.4686269047496845
奶白菜,2023/7/5 00:00,-5.822774036861569
奶白菜,2023/7/6 00:00,-4.05563671014448
奶白菜,2023/7/7 00:00,-6.280189471523905
姜蒜小米椒组合装(小份),2023/7/1 00:00,4.3511017838405035
姜蒜小米椒组合装(小份),2023/7/2 00:00,4.3511017838405035
姜蒜小米椒组合装(小份),2023/7/3 00:00,4.3511017838405035
姜蒜小米椒组合装(小份),2023/7/4 00:00,4.3511017838405035
姜蒜小米椒组合装(小份),2023/7/5 00:00,4.3511017838405035
姜蒜小米椒组合装(小份),2023/7/6 00:00,4.3511017838405035
姜蒜小米椒组合装(小份),2023/7/7 00:00,4.3511017838405035
娃娃菜,2023/7/1 00:00,1.31565580031263
娃娃菜,2023/7/2 00:00,2.0179916527025057
娃娃菜,2023/7/3 00:00,3.422663357482258
娃娃菜,2023/7/4 00:00,-2.1960234616367504
娃娃菜,2023/7/5 00:00,-1.4936876092468747
娃娃菜,2023/7/6 00:00,0.2621520217278164
娃娃菜,2023/7/7 00:00,2.3691595788974444
小皱皮(份),2023/7/1 00:00,3.6278365384615383
小皱皮(份),2023/7/2 00:00,3.6278365384615383
小皱皮(份),2023/7/3 00:00,3.6278365384615383
小皱皮(份),2023/7/4 00:00,3.6278365384615383
小皱皮(份),2023/7/5 00:00,3.6278365384615383
小皱皮(份),2023/7/6 00:00,3.6278365384615383
小皱皮(份),2023/7/7 00:00,3.6278365384615383
小米椒(份),2023/7/1 00:00,-2.781434876405327
小米椒(份),2023/7/2 00:00,-2.0928273467508696
小米椒(份),2023/7/3 00:00,-2.781434876405327
小米椒(份),2023/7/4 00:00,-2.5518990331871745
小米椒(份),2023/7/5 00:00,-2.322363189969022
小米椒(份),2023/7/6 00:00,-5.765400838241309
小米椒(份),2023/7/7 00:00,-3.4700424060597843
小青菜(1),2023/7/1 00:00,-9.341902240105343
小青菜(1),2023/7/2 00:00,-6.877632470218286
小青菜(1),2023/7/3 00:00,-8.24945100540076
小青菜(1),2023/7/4 00:00,-3.1603795093818903
小青菜(1),2023/7/5 00:00,-2.270156842933689
小青菜(1),2023/7/6 00:00,-13.17799054517487
小青菜(1),2023/7/7 00:00,-6.712930852772367
木耳菜,2023/7/1 00:00,17.78241276246669
木耳菜,2023/7/2 00:00,20.431186452924408
木耳菜,2023/7/3 00:00,28.626155754206977
木耳菜,2023/7/4 00:00,21.15479747797356
木耳菜,2023/7/5 00:00,27.7536535717403
木耳菜,2023/7/6 00:00,20.32994046588049
木耳菜,2023/7/7 00:00,21.379623125674016
木耳菜(份),2023/7/1 00:00,3.5888888888888886
木耳菜(份),2023/7/2 00:00,3.5888888888888886
木耳菜(份),2023/7/3 00:00,3.5888888888888886
木耳菜(份),2023/7/4 00:00,3.5888888888888886
木耳菜(份),2023/7/5 00:00,3.5888888888888886
木耳菜(份),2023/7/6 00:00,3.5888888888888886
木耳菜(份),2023/7/7 00:00,3.5888888888888886
枝江青梗散花,2023/7/1 00:00,16.70345222365433
枝江青梗散花,2023/7/2 00:00,16.70345222365433
枝江青梗散花,2023/7/3 00:00,16.70345222365433
枝江青梗散花,2023/7/4 00:00,17.500283729626037
枝江青梗散花,2023/7/5 00:00,17.874178566853658
枝江青梗散花,2023/7/6 00:00,22.681713959135408
枝江青梗散花,2023/7/7 00:00,24.15664428350472
洪湖藕带,2023/7/1 00:00,26.364149961320518
洪湖藕带,2023/7/2 00:00,27.104839099224275
洪湖藕带,2023/7/3 00:00,26.3876057281814
洪湖藕带,2023/7/4 00:00,27.192431728595377
洪湖藕带,2023/7/5 00:00,26.8215374151077
洪湖藕带,2023/7/6 00:00,27.08981274857902
洪湖藕带,2023/7/7 00:00,26.957507563629367
海鲜菇(包),2023/7/1 00:00,1.6777985577527812
海鲜菇(包),2023/7/2 00:00,1.8636764203481895
海鲜菇(包),2023/7/3 00:00,2.514248939432118
海鲜菇(包),2023/7/4 00:00,1.8636764203481895
海鲜菇(包),2023/7/5 00:00,2.32837107683671
海鲜菇(包),2023/7/6 00:00,1.8636764203481895
海鲜菇(包),2023/7/7 00:00,2.32837107683671
白玉菇(袋),2023/7/1 00:00,8.098007246376811
白玉菇(袋),2023/7/2 00:00,8.098007246376811
白玉菇(袋),2023/7/3 00:00,8.098007246376811
白玉菇(袋),2023/7/4 00:00,8.098007246376811
白玉菇(袋),2023/7/5 00:00,8.098007246376811
白玉菇(袋),2023/7/6 00:00,8.098007246376811
白玉菇(袋),2023/7/7 00:00,8.098007246376811
竹叶菜,2023/7/1 00:00,-20.124872508757967
竹叶菜,2023/7/2 00:00,-16.59984054143618
竹叶菜,2023/7/3 00:00,-14.025816056926857
竹叶菜,2023/7/4 00:00,-16.806406341652142
竹叶菜,2023/7/5 00:00,-15.540184813055582
竹叶菜,2023/7/6 00:00,-11.870288518309614
竹叶菜,2023/7/7 00:00,-15.182048003590246
紫茄子(1),2023/7/1 00:00,8.816855829815928
紫茄子(1),2023/7/2 00:00,8.816855829815928
紫茄子(1),2023/7/3 00:00,8.816855829815928
紫茄子(1),2023/7/4 00:00,8.816855829815928
紫茄子(1),2023/7/5 00:00,8.816855829815928
紫茄子(1),2023/7/6 00:00,8.43123217784273
紫茄子(1),2023/7/7 00:00,8.43123217784273
紫茄子(2),2023/7/1 00:00,3.0637531255235837
紫茄子(2),2023/7/2 00:00,2.211588834375835
紫茄子(2),2023/7/3 00:00,2.2272982978300364
紫茄子(2),2023/7/4 00:00,5.87307943908823
紫茄子(2),2023/7/5 00:00,5.286197596836912
紫茄子(2),2023/7/6 00:00,5.495459506245716
紫茄子(2),2023/7/7 00:00,2.8290003886230553
红椒(2),2023/7/1 00:00,-14.703222451206543
红椒(2),2023/7/2 00:00,6.946695335449139
红椒(2),2023/7/3 00:00,2.6251853271538756
红椒(2),2023/7/4 00:00,5.20961778309516
红椒(2),2023/7/5 00:00,7.539843767960255
红椒(2),2023/7/6 00:00,0.5067980681856099
红椒(2),2023/7/7 00:00,2.49808209161578
红莲藕带,2023/7/1 00:00,10.378294629921164
红莲藕带,2023/7/2 00:00,10.53489486857914
红莲藕带,2023/7/3 00:00,10.662167147347107
红莲藕带,2023/7/4 00:00,10.73465701047147
红莲藕带,2023/7/5 00:00,10.281457026510754
红莲藕带,2023/7/6 00:00,10.396002077401924
红莲藕带,2023/7/7 00:00,10.456318070383265
红薯尖,2023/7/1 00:00,-30.051878697599133
红薯尖,2023/7/2 00:00,-25.198027986551605
红薯尖,2023/7/3 00:00,-27.3150213161535
红薯尖,2023/7/4 00:00,-46.047523070519226
红薯尖,2023/7/5 00:00,-21.778269531040845
红薯尖,2023/7/6 00:00,-38.32548786415741
红薯尖,2023/7/7 00:00,-39.86989490858163
芜湖青椒(1),2023/7/1 00:00,-17.916601060418714
芜湖青椒(1),2023/7/2 00:00,-11.20997574596133
芜湖青椒(1),2023/7/3 00:00,-9.507769845241278
芜湖青椒(1),2023/7/4 00:00,-16.937475522948368
芜湖青椒(1),2023/7/5 00:00,-10.61546742298551
芜湖青椒(1),2023/7/6 00:00,-14.742959587675323
芜湖青椒(1),2023/7/7 00:00,-15.619886836722834
苋菜,2023/7/1 00:00,19.354574711555948
苋菜,2023/7/2 00:00,14.707700973115681
苋菜,2023/7/3 00:00,12.627178107738011
苋菜,2023/7/4 00:00,15.964958807288959
苋菜,2023/7/5 00:00,8.59419582643924
苋菜,2023/7/6 00:00,13.736044959778578
苋菜,2023/7/7 00:00,11.558966319016992
菜心,2023/7/1 00:00,15.347264858832759
菜心,2023/7/2 00:00,15.347264858832759
菜心,2023/7/3 00:00,15.347264858832759
菜心,2023/7/4 00:00,20.563266525447602
菜心,2023/7/5 00:00,13.282178345376614
菜心,2023/7/6 00:00,12.216653245854033
菜心,2023/7/7 00:00,16.983609583956255
菠菜,2023/7/1 00:00,13.780494975055614
菠菜,2023/7/2 00:00,13.780494975055614
菠菜,2023/7/3 00:00,13.780494975055614
菠菜,2023/7/4 00:00,13.780494975055614
菠菜,2023/7/5 00:00,14.893062613557712
菠菜,2023/7/6 00:00,14.236880675152056
菠菜,2023/7/7 00:00,13.540328836469097
菠菜(份),2023/7/1 00:00,2.4180496220837453
菠菜(份),2023/7/2 00:00,2.4180496220837453
菠菜(份),2023/7/3 00:00,2.2424703361344624
菠菜(份),2023/7/4 00:00,-0.04005923994141991
菠菜(份),2023/7/5 00:00,0.6622575526973131
菠菜(份),2023/7/6 00:00,0.8378367508569964
菠菜(份),2023/7/7 00:00,0.6622575526973131
菱角,2023/7/1 00:00,14.18838103604437
菱角,2023/7/2 00:00,13.59857566279083
菱角,2023/7/3 00:00,13.789845784352833
菱角,2023/7/4 00:00,13.932465317503594
菱角,2023/7/5 00:00,14.176384705976393
菱角,2023/7/6 00:00,12.510268664495532
菱角,2023/7/7 00:00,12.514933789411678
虫草花(份),2023/7/1 00:00,5.311014492753622
虫草花(份),2023/7/2 00:00,5.311014492753622
虫草花(份),2023/7/3 00:00,5.311014492753622
虫草花(份),2023/7/4 00:00,5.311014492753622
虫草花(份),2023/7/5 00:00,5.311014492753622
虫草花(份),2023/7/6 00:00,5.311014492753622
虫草花(份),2023/7/7 00:00,5.311014492753622
螺丝椒,2023/7/1 00:00,53.897593954307474
螺丝椒,2023/7/2 00:00,40.622946681229685
螺丝椒,2023/7/3 00:00,44.32967781296623
螺丝椒,2023/7/4 00:00,37.25075805519052
螺丝椒,2023/7/5 00:00,43.991789865317465
螺丝椒,2023/7/6 00:00,48.51815019372122
螺丝椒,2023/7/7 00:00,51.120891018183976
螺丝椒(份),2023/7/1 00:00,-3.828574263034225
螺丝椒(份),2023/7/2 00:00,-2.740800689326967
螺丝椒(份),2023/7/3 00:00,0.5225200317947989
螺丝椒(份),2023/7/4 00:00,1.6102936055020542
螺丝椒(份),2023/7/5 00:00,-1.1091403287660846
螺丝椒(份),2023/7/6 00:00,-6.004121410448736
螺丝椒(份),2023/7/7 00:00,-1.1091403287660846
蟹味菇与白玉菇双拼(盒),2023/7/1 00:00,8.203402282372792
蟹味菇与白玉菇双拼(盒),2023/7/2 00:00,8.203402282372792
蟹味菇与白玉菇双拼(盒),2023/7/3 00:00,8.203402282372792
蟹味菇与白玉菇双拼(盒),2023/7/4 00:00,8.203402282372792
蟹味菇与白玉菇双拼(盒),2023/7/5 00:00,8.203402282372792
蟹味菇与白玉菇双拼(盒),2023/7/6 00:00,8.203402282372792
蟹味菇与白玉菇双拼(盒),2023/7/7 00:00,8.203402282372792
西兰花,2023/7/1 00:00,8.86063459235497
西兰花,2023/7/2 00:00,8.70270444917456
西兰花,2023/7/3 00:00,9.019785215776341
西兰花,2023/7/4 00:00,8.264429994645308
西兰花,2023/7/5 00:00,8.37073382363305
西兰花,2023/7/6 00:00,8.15361038876601
西兰花,2023/7/7 00:00,7.943687787320643
西峡花菇(1),2023/7/1 00:00,14.830231383449085
西峡花菇(1),2023/7/2 00:00,16.336144091251917
西峡花菇(1),2023/7/3 00:00,16.879661040270328
西峡花菇(1),2023/7/4 00:00,16.780266068461444
西峡花菇(1),2023/7/5 00:00,16.7534452030527
西峡花菇(1),2023/7/6 00:00,16.302223584999677
西峡花菇(1),2023/7/7 00:00,14.521002586210141
野生粉藕,2023/7/1 00:00,26.0
野生粉藕,2023/7/2 00:00,26.0
野生粉藕,2023/7/3 00:00,26.0
野生粉藕,2023/7/4 00:00,26.0
野生粉藕,2023/7/5 00:00,26.0
野生粉藕,2023/7/6 00:00,26.0
野生粉藕,2023/7/7 00:00,26.0
金针菇(盒),2023/7/1 00:00,-2.091843393449108
金针菇(盒),2023/7/2 00:00,-0.05969429187120223
金针菇(盒),2023/7/3 00:00,0.5209197371510572
金针菇(盒),2023/7/4 00:00,-0.35000130638233085
金针菇(盒),2023/7/5 00:00,-4.414299509538143
金针菇(盒),2023/7/6 00:00,-3.833685480515884
金针菇(盒),2023/7/7 00:00,-0.6403083208934603
长线茄,2023/7/1 00:00,14.402998869532722
长线茄,2023/7/2 00:00,13.767966783117725
长线茄,2023/7/3 00:00,13.589080381725067
长线茄,2023/7/4 00:00,13.744398280151916
长线茄,2023/7/5 00:00,14.12281182185224
长线茄,2023/7/6 00:00,13.822862364559827
长线茄,2023/7/7 00:00,14.689626998769075
青红杭椒组合装(份),2023/7/1 00:00,5.969777405280312
青红杭椒组合装(份),2023/7/2 00:00,6.5279187263248515
青红杭椒组合装(份),2023/7/3 00:00,5.969777405280312
青红杭椒组合装(份),2023/7/4 00:00,7.644201368413931
青红杭椒组合装(份),2023/7/5 00:00,6.5279187263248515
青红杭椒组合装(份),2023/7/6 00:00,5.969777405280312
青红杭椒组合装(份),2023/7/7 00:00,7.644201368413931
青线椒(份),2023/7/1 00:00,4.037190900098912
青线椒(份),2023/7/2 00:00,4.037190900098912
青线椒(份),2023/7/3 00:00,4.037190900098912
青线椒(份),2023/7/4 00:00,4.037190900098912
青线椒(份),2023/7/5 00:00,4.037190900098912
青线椒(份),2023/7/6 00:00,4.037190900098912
青线椒(份),2023/7/7 00:00,4.037190900098912
青茄子(1),2023/7/1 00:00,10.479274680505178
青茄子(1),2023/7/2 00:00,4.262996917839704
青茄子(1),2023/7/3 00:00,10.113196227236466
青茄子(1),2023/7/4 00:00,10.463507563128488
青茄子(1),2023/7/5 00:00,15.078859413505874
青茄子(1),2023/7/6 00:00,12.404232363970289
青茄子(1),2023/7/7 00:00,15.049082949955052
高瓜(1),2023/7/1 00:00,0.7441894848314057
高瓜(1),2023/7/2 00:00,3.4696409242868285
高瓜(1),2023/7/3 00:00,4.988615311443407
高瓜(1),2023/7/4 00:00,-2.8198623975333774
高瓜(1),2023/7/5 00:00,3.0978086524307926
高瓜(1),2023/7/6 00:00,-0.9607010382531911
高瓜(1),2023/7/7 00:00,-2.159266765618927
高瓜(2),2023/7/1 00:00,17.372621805446926
高瓜(2),2023/7/2 00:00,17.372621805446926
高瓜(2),2023/7/3 00:00,32.07144189030658
高瓜(2),2023/7/4 00:00,13.720793913649093
高瓜(2),2023/7/5 00:00,6.12159919938909
高瓜(2),2023/7/6 00:00,35.95547474426169
高瓜(2),2023/7/7 00:00,9.878978808106535
鲜木耳(份),2023/7/1 00:00,2.4952380952380953
鲜木耳(份),2023/7/2 00:00,2.4952380952380953
鲜木耳(份),2023/7/3 00:00,2.4952380952380953
鲜木耳(份),2023/7/4 00:00,2.4952380952380953
鲜木耳(份),2023/7/5 00:00,2.4952380952380953
鲜木耳(份),2023/7/6 00:00,2.4952380952380953
鲜木耳(份),2023/7/7 00:00,2.4952380952380953
